X,file,dataset,condition,px_cm,genotype,population,location,node,rep_number,base_x,base_y,tip_x,tip_y,rosette_id,PC1,PC2,width,length,area,solidity,asymmetry,circ,ar,PC3,PC4,PC5,PC6,rel_node
1435,17294E_15_16_exp2.1_8_outer_20230525_0001_leaf3.jpg,temp,16,39.37007874,NY_18,17,NYC,3,8,480,60,33.5,85.5,ee,-0.01882705432940119,0.034722757238388406,1.07413812963462,3.66580467258988,1.7862443518038162,0.6939932350233792,0.033944129555238095,0.2333561935546644,0.29352342781343066,0.015154488458713705,0.03771136699190313,0.028583516720802154,-0.03885935280101967,0.11538461538461539
1436,17294E_15_16_exp2.1_8_outer_20230525_0001_leaf4.jpg,temp,16,39.37007874,NY_18,17,NYC,4,8,482,69,34.5,63.5,ee,-0.05604291787693967,0.05911479052028924,0.8280592838765481,3.647926450312861,1.4361718201704576,0.7282970233202303,0.010850710537602174,0.22616528149656517,0.2274059050389564,-0.030157884409200558,0.02179050413509877,0.007163614105811667,0.03684058919234003,0.15384615384615385
1437,17294E_15_16_exp2.1_9_outer_20230525_0001_leaf1.jpg,temp,16,39.37007874,NY_18,17,NYC,5,8,482,56,35.5,59.5,ee,-0.045708248405494575,0.007679369133450852,0.8121496171013182,3.6927038541146433,1.6453356263089276,0.7519752953349699,0.012940554630845957,0.2579208807090435,0.22190002730801703,-0.025202449036059994,-0.012754560386659869,0.04243704831686872,0.004644937580708239,0.19230769230769232
1438,17294E_8_20_4_Inner_20230316_0001_leaf1.jpg,temp,20,39.37007874,NY_18,17,NYC,11,4,478,77,33.5,97.5,ef,-0.009132950437684851,-0.06859924020857072,1.0406236988726878,3.662824380430731,1.920612456289902,0.777388142729946,0.014390893888751442,0.26564549270964105,0.2798036026402805,0.03204580116530561,-0.045803846826954715,0.012073271458847753,-0.0322378877491238,0.4230769230769231
1439,17294E_8_20_4_Inner_20230316_0001_leaf2.jpg,temp,20,39.37007874,NY_18,17,NYC,12,4,480,152,45.5,113.5,ef,0.12795126998422293,0.008154266834038767,1.6942205874314027,3.660801039654821,2.9478867454912034,0.7319944564302119,0.03621218895782907,0.35264441889753184,0.4593655447132023,0.05401396344922974,0.034924862752580325,-0.029366604637185146,0.004714505530469015,0.46153846153846156
1440,17294E_8_20_4_Inner_20230316_0001_leaf3.jpg,temp,20,39.37007874,NY_18,17,NYC,13,4,478,95,33.5,94.5,ef,0.03313186238672715,0.10842785497999684,1.5250648977962817,3.6313781477206826,2.3945078672703346,0.6823298751161717,0.06168508337240787,0.34334754776235293,0.4169980531144443,-0.0010635644522450191,-0.05019338692545768,-0.04121085745561327,-0.025415769402440648,0.5
1441,17294E_8_20_4_Inner_20230316_0001_leaf4.jpg,temp,20,39.37007874,NY_18,17,NYC,14,4,35,43,477.5,76.5,ef,0.0026779194389325045,-0.018783410494427496,1.3719746576623093,3.6622813526618057,2.3554804411714088,0.6693736384837151,0.0658788735821391,0.31653598149439377,0.3673075180905362,0.03599360926854878,0.07841302065592998,0.08030969119687592,0.07549115298556643,0.5384615384615384
1442,17294E_8_20_4_Inner_20230316_0001_leaf5.jpg,temp,20,39.37007874,NY_18,17,NYC,15,4,478,153,31.5,156.5,ef,0.2275391783138553,-0.013840780670146205,2.0338389538130612,3.6699657984762037,4.750443127584759,0.9166647732349923,0.012609095300801829,0.6294887985663543,0.554329245523507,0.14418018943305028,-0.018695944562007093,0.06498852181220204,0.03559669580512404,0.5769230769230769
1443,17294E_8_20_4_Inner_20230316_0001_leaf6.jpg,temp,20,39.37007874,NY_18,17,NYC,16,4,478,144,38.5,190.5,ef,0.2510191328388849,-0.04285245948869345,2.2243388130625306,3.696038730059458,5.163091708211027,0.9039452219984402,0.027793114726384377,0.6455854803693685,0.6016305445434229,0.12837294277724118,-0.005968892707009365,0.15371930016772348,-0.006199998019310232,0.6153846153846154
1444,17294E_8_20_4_Inner_20230316_0001_leaf7.jpg,temp,20,39.37007874,NY_18,17,NYC,17,4,481,167,32.5,173.5,ef,0.2278441954290249,-0.055076354454085374,2.2473454453872215,3.6462429938793894,4.959216227870911,0.9300243288345399,0.03751642259040106,0.6562712390884202,0.6150202619764702,0.1586557440023525,-0.007607129302917699,0.07653114936650848,0.021014788608953318,0.6538461538461539
1445,17294E_8_20_4_Inner_20230316_0001_leaf8.jpg,temp,20,39.37007874,NY_18,17,NYC,18,4,36,76,481.5,79.5,ef,-0.03638012868950444,0.0011027775264125248,1.0016732607086904,3.7023165691088242,2.031455410620538,0.8008132224051665,0.015115127380784462,0.26920049914155814,0.2705967996150687,0.08039120787759954,-0.011367977356076543,0.05463084852361684,-0.05112461156014218,0.6923076923076923
1446,17294E_8_20_4_Inner_20230316_0001_leaf9.jpg,temp,20,39.37007874,NY_18,17,NYC,19,4,31,95,484.5,120.5,ef,0.028218404165673578,0.13283826244281888,1.214413650411325,3.6851809535005486,2.5506807791073314,0.8545100832001462,0.03166364223365307,0.4090997343841721,0.329766996435605,0.08462490725762191,0.053460308147382174,0.06738888563412224,-0.007439033351422046,0.7307692307692307
1447,17294E_8_20_4_Inner_20230316_0001_leaf10.jpg,temp,20,39.37007874,NY_18,17,NYC,20,4,33,98,476.5,125.5,ef,0.0962718090007903,0.018314616205517487,1.3170812219687085,3.6908070941439752,3.073085717533445,0.9053222803983774,0.026461216247357637,0.4697984804292254,0.3587933502186012,0.04675988397650169,-0.06603799528671861,0.07034815269574743,0.0369406948219513,0.7692307692307693
1448,17294E_8_20_4_Middle_20230316_0001_leaf1.jpg,temp,20,39.37007874,NY_18,17,NYC,7,4,483,68,34.5,61.5,ef,-0.0033286985595806294,0.021207504865312563,0.9488134578795955,3.6544671446274335,1.995931427912609,0.8070301299015137,0.013296343851283483,0.29640799337857354,0.2599340105784759,0.011074528233755609,4.479637068781367e-4,0.03185250542168985,-0.03615349486937486,0.2692307692307692
1449,17294E_8_20_4_Middle_20230316_0001_leaf2.jpg,temp,20,39.37007874,NY_18,17,NYC,8,4,35,101,480.5,115.5,ef,0.009712329964218202,0.021643155127004956,1.0873480498167205,3.7315420039748943,2.2798858042992833,0.7939272329053391,0.02222187198957462,0.23397193633809055,0.28874190836615293,0.04389375797665529,-0.07218669096660013,0.05674915962452104,-0.008833977592801277,0.3076923076923077
1450,17294E_8_20_4_Middle_20230316_0001_leaf3.jpg,temp,20,39.37007874,NY_18,17,NYC,9,4,37,74,478.5,74.5,ef,-0.005875339269063282,-0.05659286539836357,1.0124575314309023,3.697522745130251,1.9874864818586815,0.8808374041275895,0.015034127463328049,0.32275461304820713,0.27409060779293465,0.03161505323076847,-0.07390104708847618,-0.00181257722704068,0.05711587635262271,0.34615384615384615
1451,17294E_8_20_4_Middle_20230316_0001_leaf4.jpg,temp,20,39.37007874,NY_18,17,NYC,10,4,34,96,476.5,111.5,ef,-0.014645221214669353,0.13091625407249463,0.9577869292318296,3.655163982491345,1.9286055888931202,0.7857696201287201,0.05192565502960066,0.2387651880406179,0.26271049509774774,0.00883279430471927,0.027598628426000322,0.05641976914298894,-0.050544931255015094,0.38461538461538464
1452,17294E_8_20_4_Outer_20230316_0001_leaf1.jpg,temp,20,39.37007874,NY_18,17,NYC,1,4,479,152,42.5,94.5,ef,0.05194864226062606,-0.008405517988674728,1.5817296978664999,3.66254789527399,2.7781650616254936,0.7470462339275,0.045080757357812404,0.42006035824640436,0.4189945039691031,0.10589955802790858,0.0436726287570453,-0.04635198400624905,0.08603043350045703,0.038461538461538464
1453,17294E_8_20_4_Outer_20230316_0001_leaf2.jpg,temp,20,39.37007874,NY_18,17,NYC,2,4,481,115,43.5,77.5,ef,0.011177513152705192,-0.00763299230356533,1.2206876868263565,3.6465945843615177,2.0704722513732747,0.7456974207707223,0.014563245356647162,0.34725443202645917,0.3322216126561259,0.04297480341218059,0.012693521332592342,-0.05167815492349767,-0.004619341679321168,0.07692307692307693
1454,17294E_8_20_4_Outer_20230316_0001_leaf3.jpg,temp,20,39.37007874,NY_18,17,NYC,3,4,484,105,35.5,96.5,ef,0.11259335041561927,0.038529141580587685,1.5360733164111144,3.659490839429843,2.6924022065054203,0.7470132782473629,0.015920022636835975,0.4086749838898932,0.4195749317330456,0.060564541231580636,-0.03614318846140316,-0.04790877323575973,-0.010051761867526156,0.11538461538461539
1455,17294E_8_20_4_Outer_20230316_0001_leaf4.jpg,temp,20,39.37007874,NY_18,17,NYC,4,4,475,111,36.5,88.5,ef,0.019638093491621104,0.03560640538955654,1.216083246702729,3.6614371401609485,2.4348776061755473,0.828482459240275,0.011222073195078095,0.3894152078074875,0.32971345087486625,0.08955154839525148,0.07868050416666186,-0.00861969170965495,-0.02962324567962917,0.15384615384615385
1456,17294E_8_20_4_Outer_20230316_0001_leaf5.jpg,temp,20,39.37007874,NY_18,17,NYC,5,4,480,87,37.5,85.5,ef,0.02871991111080106,-0.05155105870602515,1.0767839452343297,3.639277779486587,2.373708040575991,0.9013139285212975,0.027416027282507385,0.3990745645324897,0.2940747658771314,0.07037472923064514,-0.04598965426300581,0.04596162514829219,0.03561129642563911,0.19230769230769232
1457,17294E_8_20_4_Outer_20230316_0001_leaf6.jpg,temp,20,39.37007874,NY_18,17,NYC,6,4,484,77,35.5,88.5,ef,0.06914865736264864,-0.032549145460377564,1.1995992931941324,3.6709056529339383,2.5536556742175662,0.9141052910042552,0.007898993465229095,0.4473439795948426,0.32734998511015256,0.05462584627063053,-0.03280721434323767,0.02623004164624661,0.004943034078320988,0.23076923076923078
1458,17294E_8_20_7_p1_inner_leaf1.jpg,temp,20,39.37007874,NY_18,17,NYC,16,7.1,31,18,477.5,81.5,eg,-0.04601758315378659,-0.17521570604624964,1.5227616294078388,3.752238058021565,1.853898913864242,0.49600624958253664,0.04832766081696111,0.1679498107185177,0.40645774994341377,0.04990852640142559,0.16561477844111017,0.06615958274127316,0.03784319939714975,0.6153846153846154
1459,17294E_8_20_7_p1_inner_leaf2.jpg,temp,20,39.37007874,NY_18,17,NYC,17,7.1,477,77,34.5,48.5,eg,-0.0597190089388645,0.12735576648997357,0.9683492380321843,3.666165165221027,1.5757479432685244,0.6743597209856667,0.03705186507973666,0.26304680912011663,0.2669993548926699,-0.0018442701093260478,0.010918294757469285,-0.006739787164614677,0.03744754750449997,0.6538461538461539
1460,17294E_8_20_7_p1_inner_leaf3.jpg,temp,20,39.37007874,NY_18,17,NYC,18,7.1,484,72,33.5,52.5,eg,-0.076532614724004,0.0978025265893407,0.9726103060661013,3.651017994689182,1.432950659222783,0.6444495136879926,0.025525626793531438,0.2501422101474331,0.26550767003582143,0.01190966071008062,-0.010161629526299539,-0.033548558248732596,0.05697684964014377,0.6923076923076923
