dataset,temp,condition,individual,genotype,paper_genotype,location,num_leaves,plant_width,longest_leaf_length,plant_height,planting_date,rosette_id,rep,round,date,DAP,start_weight,end_weight,weight_added,relative_dap
soil_moisture,20,Control,2.16_C_2,2.16,NY_63,NYC,2,0,0,0,8/22/24,aa,2,1,8/9/24,13,0,0,0,0.13
soil_moisture,20,Control,2.16_C_2,2.16,NY_63,NYC,4,0,0,0,8/26/24,aa,2,1,8/26/24,0,0,125,0,0
soil_moisture,20,Control,2.16_C_2,2.16,NY_63,NYC,12,0,0,0,8/26/24,aa,2,1,9/3/24,8,80,139,59,0.08
soil_moisture,20,Control,216_C_3,2.16,NY_63,NYC,2,0,0,0,7/30/24,ab,3,1,7/30/24,0,0,0,0,0
soil_moisture,20,Control,216_C_3,2.16,NY_63,NYC,2,0,0,0,7/30/24,ab,3,1,8/5/24,6,0,0,0,0.06
soil_moisture,20,Control,2.16_C_3,2.16,NY_63,NYC,4,0,0,0,8/21/24,ab,3,1,8/9/24,12,0,0,0,0.12
soil_moisture,20,Control,2.16_C_3,2.16,NY_63,NYC,4,0,0,0,8/26/24,ab,3,1,8/26/24,0,0,125,0,0
soil_moisture,20,Control,2.16_C_3,2.16,NY_63,NYC,10,0,0,0,8/26/24,ab,3,1,9/3/24,8,80,125,45,0.08
soil_moisture,20,HW1,216_HW1_1,2.16,NY_63,NYC,2,0,0,0,7/30/24,ac,1,1,7/30/24,0,0,0,0,0
soil_moisture,20,HW1,216_HW1_1,2.16,NY_63,NYC,2,0,0,0,7/30/24,ac,1,1,8/5/24,6,0,0,0,0.06
soil_moisture,20,HW1,2.16_HW1_1,2.16,NY_63,NYC,2,0,0,0,8/20/24,ac,1,1,8/9/24,11,0,0,0,0.11
soil_moisture,20,HW1,2.16_HW1_1,2.16,NY_63,NYC,4,0,0,0,8/26/24,ac,1,1,8/26/24,0,0,139,0,0
soil_moisture,20,HW1,2.16_HW1_1,2.16,NY_63,NYC,4,0,0,0,8/26/24,ac,1,1,8/26/24,0,0,139,0,0
soil_moisture,20,HW1,2.16_HW1_1,2.16,NY_63,NYC,13,0,0,0,8/26/24,ac,1,1,9/3/24,8,85,139,54,0.08
soil_moisture,20,HW1,216_HW1_3,2.16,NY_63,NYC,2,0,0,0,8/5/24,ad,3,1,8/5/24,0,0,0,0,0
soil_moisture,20,HW1,2.16_HW1_3,2.16,NY_63,NYC,2,0,0,0,8/24/24,ad,3,1,8/9/24,15,0,0,0,0.15
soil_moisture,20,HW1,2.16_HW1_3,2.16,NY_63,NYC,11,0,0,0,8/26/24,ad,3,1,9/3/24,8,86,139,53,0.08
soil_moisture,20,HW2,216_HW2_1,2.16,NY_63,NYC,2,0,0,0,7/30/24,ae,1,1,7/30/24,0,0,0,0,0
soil_moisture,20,HW2,216_HW2_1,2.16,NY_63,NYC,2,0,0,0,8/5/24,ae,1,1,8/5/24,0,0,0,0,0
soil_moisture,20,HW2,2.16_HW2_1,2.16,NY_63,NYC,4,0,0,0,8/23/24,ae,1,1,8/9/24,14,0,0,0,0.14
soil_moisture,20,HW2,2.16_HW2_1,2.16,NY_63,NYC,4,0,0,0,8/26/24,ae,1,1,8/26/24,0,0,153,0,0
soil_moisture,20,HW2,216_HW2_1,2.16,NY_63,NYC,12,0,0,0,8/26/24,ae,1,1,9/3/24,8,103,152,49,0.08
soil_moisture,20,HW2,2.16_HW2_3,2.16,NY_63,NYC,6,0,0,0,8/26/24,af,3,1,8/26/24,0,0,152,0,0
soil_moisture,20,LW2,13.184_LW2_3,13.184,NY_06,NYC,2,0,0,0,8/5/24,ag,3,1,8/5/24,0,0,0,0,0
soil_moisture,20,LW2,13.184_LW2_3,13.184,NY_06,NYC,2,0,0,0,8/25/24,ag,3,1,8/9/24,16,0,0,0,0.16
soil_moisture,20,LW2,13.184_LW2_3,13.184,NY_06,NYC,6,0,0,0,8/26/24,ag,3,1,8/26/24,0,0,111,0,0
soil_moisture,20,LW2,13.184_LW2_3,13.184,NY_06,NYC,13,0,0,0,8/26/24,ag,3,1,9/3/24,8,74,111,37,0.08
soil_moisture,20,Control,20.295_C_1,20.295,NY_30,NYC,6,0,0,0,8/26/24,ah,1,1,8/26/24,0,0,125,0,0
soil_moisture,20,Control,20.295_C_1,20.295,NY_30,NYC,13,0,0,0,8/26/24,ah,1,1,9/3/24,8,63,125,62,0.11764705882352941
soil_moisture,20,Control,20.295_C_2,20.295,NY_30,NYC,14,0,0,0,8/26/24,ai,2,1,9/3/24,8,81,125,44,0.11764705882352941
soil_moisture,20,Control,20.295_C_3,20.295,NY_30,NYC,2,0,0,0,8/5/24,aj,3,1,8/5/24,0,0,0,0,0
soil_moisture,20,Control,20.295_C_3,20.295,NY_30,NYC,2,0,0,0,8/13/24,aj,3,1,8/9/24,4,0,0,0,0.058823529411764705
soil_moisture,20,Control,20.295_C_3,20.295,NY_30,NYC,4,0,0,0,8/26/24,aj,3,1,8/26/24,0,0,125,0,0
soil_moisture,20,Control,20.295_C_3,20.295,NY_30,NYC,12,0,0,0,8/26/24,aj,3,1,9/3/24,8,82,139,57,0.11764705882352941
soil_moisture,20,HW1,20.295_HW1_1,20.295,NY_30,NYC,2,0,0,0,8/5/24,ak,1,1,8/5/24,0,0,0,0,0
soil_moisture,20,HW1,20.295_HW1_1,20.295,NY_30,NYC,2,0,0,0,8/13/24,ak,1,1,8/9/24,4,0,0,0,0.058823529411764705
soil_moisture,20,HW1,20.295_HW1_1,20.295,NY_30,NYC,4,0,0,0,8/26/24,ak,1,1,8/26/24,0,0,139,0,0
soil_moisture,20,HW1,20.295_HW1_1,20.295,NY_30,NYC,9,0,0,0,8/26/24,ak,1,1,9/3/24,8,80,139,59,0.11764705882352941
soil_moisture,20,HW2,20.295_HW2_P1_3,20.295,NY_30,NYC,2,0,0,0,8/5/24,al,3,1,8/5/24,0,0,0,0,0
soil_moisture,20,HW2,20.295_HW2_P2_3,20.295,NY_30,NYC,2,0,0,0,8/5/24,al,3,1,8/5/24,0,0,0,0,0
soil_moisture,20,HW2,20.295_HW2_P1_3,20.295,NY_30,NYC,2,0,0,0,8/18/24,al,3,1,8/9/24,9,0,0,0,0.1323529411764706
soil_moisture,20,HW2,20.295_HW2_P2_3,20.295,NY_30,NYC,2,0,0,0,8/19/24,al,3,1,8/9/24,10,0,0,0,0.14705882352941177
soil_moisture,20,HW2,20.295_HW2_3,20.295,NY_30,NYC,4,0,0,0,8/26/24,am,3,1,8/26/24,0,0,153,0,0
soil_moisture,20,HW2,20.295_HW2_3,20.295,NY_30,NYC,12,0,0,0,8/26/24,am,3,1,9/3/24,8,97,152,55,0.11764705882352941
soil_moisture,20,LW1,20.295_LW1_1,20.295,NY_30,NYC,2,0,0,0,7/30/24,an,1,1,7/30/24,0,0,0,0,0
soil_moisture,20,LW1,20.295_LW1_1,20.295,NY_30,NYC,4,0,0,0,7/30/24,an,1,1,8/5/24,6,0,0,0,0.08823529411764706
soil_moisture,20,LW1,20.295_LW1_1,20.295,NY_30,NYC,6,0,0,0,8/26/24,an,1,1,8/26/24,0,0,98,0,0
soil_moisture,20,LW1,20.295_LW1_1,20.295,NY_30,NYC,11,0,0,0,8/26/24,an,1,1,9/3/24,8,71,98,27,0.11764705882352941
soil_moisture,20,LW1,20.295_LW1_2,20.295,NY_30,NYC,2,0,0,0,8/5/24,ao,2,1,8/5/24,0,0,0,0,0
soil_moisture,20,LW1,20.295_LW1_2,20.295,NY_30,NYC,6,0,0,0,8/26/24,ao,2,1,8/26/24,0,0,99,0,0
soil_moisture,20,LW1,20.295_LW1_2,20.295,NY_30,NYC,11,0,0,0,8/26/24,ao,2,1,9/3/24,8,72,99,27,0.11764705882352941
soil_moisture,20,LW1,20.295_LW1_3,20.295,NY_30,NYC,2,0,0,0,7/30/24,ap,3,1,7/30/24,0,0,0,0,0
soil_moisture,20,LW1,20.295_LW1_3,20.295,NY_30,NYC,4,0,0,0,7/30/24,ap,3,1,8/5/24,6,0,0,0,0.08823529411764706
soil_moisture,20,LW1,20.295_LW1_3,20.295,NY_30,NYC,4,0,0,0,8/14/24,ap,3,1,8/9/24,5,0,0,0,0.07352941176470588
soil_moisture,20,LW1,20.295_LW1_3,20.295,NY_30,NYC,6,0,0,0,8/26/24,ap,3,1,8/26/24,0,0,98,0,0
soil_moisture,20,LW1,20.295_LW1_3,20.295,NY_30,NYC,14,0,0,0,8/26/24,ap,3,1,9/3/24,8,72,99,27,0.11764705882352941
soil_moisture,20,LW2,20.295_LW2_P1_1,20.295,NY_30,NYC,4,0,0,0,8/5/24,aq,1,1,8/5/24,0,0,0,0,0
soil_moisture,20,LW2,20.295_LW2_P2_1,20.295,NY_30,NYC,4,0,0,0,8/5/24,aq,1,1,8/5/24,0,0,0,0,0
soil_moisture,20,LW2,20.295_LW2_P1_1,20.295,NY_30,NYC,4,0,0,0,8/16/24,aq,1,1,8/9/24,7,0,0,0,0.10294117647058823
soil_moisture,20,LW2,20.295_LW2_p2_1,20.295,NY_30,NYC,4,0,0,0,8/17/24,aq,1,1,8/9/24,8,0,0,0,0.11764705882352941
soil_moisture,20,LW2,20.295_LW2_1,20.295,NY_30,NYC,8,0,0,0,8/26/24,ar,1,1,8/26/24,0,0,111,0,0
soil_moisture,20,LW2,20.295_LW2_3,20.295,NY_30,NYC,2,0,0,0,7/30/24,as,3,1,7/30/24,0,0,0,0,0
soil_moisture,20,LW2,20.295_LW2_3,20.295,NY_30,NYC,4,0,0,0,7/30/24,as,3,1,8/5/24,6,0,0,0,0.08823529411764706
soil_moisture,20,LW2,20.295_LW2_3,20.295,NY_30,NYC,4,0,0,0,8/15/24,as,3,1,8/9/24,6,0,0,0,0.08823529411764706
soil_moisture,20,LW2,20.295_LW2_3,20.295,NY_30,NYC,12,0,0,0,8/26/24,as,3,1,9/3/24,8,61,111,50,0.11764705882352941
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,6,0,0,0,2/13/24,az,3,2,2/26/24,13,76.03,128.6,52.57,0.15476190476190477
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,8,2.9,0,0,2/13/24,az,3,2,2/28/24,15,105,129,24,0.17857142857142858
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,10,3.8,0,0,2/13/24,az,3,2,3/4/24,20,85.38,128.59,43.21,0.23809523809523808
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,12,6.7,0,0,2/13/24,az,3,2,3/7/24,23,93.66,128.56,34.9,0.27380952380952384
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,15,11.1,0,0,2/13/24,az,3,2,3/11/24,27,86.65,128.18,41.53,0.32142857142857145
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,15,17,0,0,2/13/24,az,3,2,3/15/24,31,88.95,128.25,39.3,0.36904761904761907
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,18,14.2,0,0,2/13/24,az,3,2,3/18/24,34,95.49,128.75,33.26,0.40476190476190477
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,19,17.1,0,0,2/13/24,az,3,2,3/20/24,36,100.77,128.11,27.34,0.42857142857142855
soil_moisture,16,Control,16L_C_rep3,LCHS16,MI_35,LAN,15,19.4,0,0,2/13/24,az,3,2,3/25/24,41,72.16,128.21,56.05,0.4880952380952381
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,7,2,0,0,2/16/24,ba,1,2,2/28/24,12,127.04,141.3,14.26,0.14285714285714285
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,9,3.7,0,0,2/16/24,ba,1,2,3/4/24,17,90.96,141.13,50.17,0.20238095238095238
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,11,4.6,0,0,2/16/24,ba,1,2,3/7/24,20,112.1,141.65,29.55,0.23809523809523808
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,13,7.6,0,0,2/16/24,ba,1,2,3/11/24,24,95.88,141.51,45.63,0.2857142857142857
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,16,14.1,0,0,2/16/24,ba,1,2,3/15/24,28,106.93,141.36,34.43,0.3333333333333333
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,18,13.5,0,0,2/16/24,ba,1,2,3/18/24,31,111.19,141.2,30.01,0.36904761904761907
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,18,13.8,0,0,2/16/24,ba,1,2,3/20/24,33,117.1,141.33,24.23,0.39285714285714285
soil_moisture,16,HW1,16L_hw1_rep1,LCHS16,MI_35,LAN,19,16.7,0,0,2/16/24,ba,1,2,3/25/24,38,87.62,141.29,53.67,0.4523809523809524
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,8,0,0,0,2/15/24,bb,3,2,2/26/24,11,75.15,141.4,66.25,0.13095238095238096
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,9,5.4,0,0,2/15/24,bb,3,2,2/28/24,13,129.79,141.51,11.72,0.15476190476190477
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,12,4.8,0,0,2/15/24,bb,3,2,3/4/24,18,92.45,141.56,49.11,0.21428571428571427
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,13,6.6,0,0,2/15/24,bb,3,2,3/7/24,21,111.94,141.08,29.14,0.25
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,18,11.6,0,0,2/15/24,bb,3,2,3/11/24,25,92.27,140.31,48.04,0.2976190476190476
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,17,16.1,0,0,2/15/24,bb,3,2,3/15/24,29,96.6,141.1,44.5,0.34523809523809523
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,21,14.3,0,0,2/15/24,bb,3,2,3/18/24,32,110.54,141.33,30.79,0.38095238095238093
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,19,15.6,0,0,2/15/24,bb,3,2,3/20/24,34,110.81,141.37,30.56,0.40476190476190477
soil_moisture,16,HW1,16L_hw1_rep3,LCHS16,MI_35,LAN,0,0,0,0,2/15/24,bb,3,2,3/25/24,39,0,0,0,0.4642857142857143
soil_moisture,16,LW1,16L_hw1_rep1,LCHS16,MI_35,LAN,6,0,0,0,2/16/24,bb,1,2,2/26/24,10,75.59,141.26,65.67,0.11904761904761904
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,8,3.1,0,0,2/14/24,bc,1,2,2/28/24,14,95.29,102.15,6.86,0.16666666666666666
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,10,4.6,0,0,2/14/24,bc,1,2,3/4/24,19,75.29,102.59,27.3,0.2261904761904762
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,12,6.5,0,0,2/14/24,bc,1,2,3/7/24,22,82.96,102.56,19.6,0.2619047619047619
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,15,10.2,0,0,2/14/24,bc,1,2,3/11/24,26,71.75,102.64,30.89,0.30952380952380953
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,16,14.7,0,0,2/14/24,bc,1,2,3/15/24,30,72.42,102,29.58,0.35714285714285715
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,18,13.6,0,0,2/14/24,bc,1,2,3/18/24,33,75.06,102.89,27.83,0.39285714285714285
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,20,13.6,0,0,2/14/24,bc,1,2,3/20/24,35,82.64,102.02,19.38,0.4166666666666667
soil_moisture,16,LW1,16L_lw1_rep2_p1,LCHS16,MI_35,LAN,20,15.2,0,0,2/14/24,bc,1,2,3/25/24,40,63.55,102.32,38.77,0.47619047619047616
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,6,0,0,0,2/14/24,bd,2,2,2/26/24,12,74.8,102.3,27.5,0.14285714285714285
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,6,0,0,0,2/14/24,bd,2,2,2/26/24,12,74.8,102.3,27.5,0.14285714285714285
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,8,2.1,0,0,2/14/24,bd,2,2,2/28/24,14,93.79,102.6,8.81,0.16666666666666666
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,10,3.2,0,0,2/14/24,bd,2,2,3/4/24,19,78.09,102.6,24.51,0.2261904761904762
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,11,6.3,0,0,2/14/24,bd,2,2,3/7/24,22,83.99,102.13,18.14,0.2619047619047619
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,14,7.5,0,0,2/14/24,bd,2,2,3/11/24,26,75.41,102.23,26.82,0.30952380952380953
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,16,13.7,0,0,2/14/24,bd,2,2,3/15/24,30,75.82,102.28,26.46,0.35714285714285715
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,16,16.2,0,0,2/14/24,bd,2,2,3/18/24,33,78.58,102.21,23.63,0.39285714285714285
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,19,15.7,0,0,2/14/24,bd,2,2,3/20/24,35,80.71,102.49,21.78,0.4166666666666667
soil_moisture,16,LW1,16L_lw1_rep2_p2,LCHS16,MI_35,LAN,21,18.4,0,0,2/14/24,bd,2,2,3/25/24,40,59.84,102.47,42.63,0.47619047619047616
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,6,0,0,0,2/14/24,be,3,2,2/26/24,12,75.6,102.31,26.71,0.14285714285714285
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,8,2.7,0,0,2/14/24,be,3,2,2/28/24,14,89,102.56,13.56,0.16666666666666666
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,10,3.2,0,0,2/14/24,be,3,2,3/4/24,19,74.12,101.8,27.68,0.2261904761904762
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,12,5.7,0,0,2/14/24,be,3,2,3/7/24,22,79.69,102.33,22.64,0.2619047619047619
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,15,8.6,0,0,2/14/24,be,3,2,3/11/24,26,73.12,102.57,29.45,0.30952380952380953
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,19,14.7,0,0,2/14/24,be,3,2,3/15/24,30,74.7,102.26,27.56,0.35714285714285715
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,20,16.4,0,0,2/14/24,be,3,2,3/18/24,33,78.3,102.46,24.16,0.39285714285714285
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,19,16.6,0,0,2/14/24,be,3,2,3/20/24,35,81.99,102.78,20.79,0.4166666666666667
soil_moisture,16,LW1,16L_lw1_rep3,LCHS16,MI_35,LAN,21,17.7,0,0,2/14/24,be,3,2,3/25/24,40,60.66,102.5,41.84,0.47619047619047616
soil_moisture,20,LW2,16_LW2_2,LCHS16,MI_35,LAN,2,0,0,0,8/5/24,at,2,1,8/5/24,0,0,0,0,0
soil_moisture,20,LW2,16_LW2_2,LCHS16,MI_35,LAN,6,0,0,0,8/26/24,at,2,1,8/26/24,0,0,111,0,0
soil_moisture,20,LW2,16_LW2_2,LCHS16,MI_35,LAN,10,0,0,0,8/26/24,at,2,1,9/3/24,8,74,111,37,0.09523809523809523
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,7,0,0,0,2/13/24,bf,2,2,2/26/24,13,75.36,116.04,40.68,0.15476190476190477
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,8,3.7,0,0,2/13/24,bf,2,2,2/28/24,15,106.96,115.24,8.28,0.17857142857142858
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,9,4.8,0,0,2/13/24,bf,2,2,3/4/24,20,81.8,115.05,33.25,0.23809523809523808
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,13,7.1,0,0,2/13/24,bf,2,2,3/7/24,23,91.88,115.07,23.19,0.27380952380952384
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,16,9.7,0,0,2/13/24,bf,2,2,3/11/24,27,80.06,0,-80.06,0.32142857142857145
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,17,14.1,0,0,2/13/24,bf,2,2,3/15/24,31,80.23,115.14,34.91,0.36904761904761907
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,18,12.8,0,0,2/13/24,bf,2,2,3/18/24,34,85.74,115.09,29.35,0.40476190476190477
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,20,14.4,0,0,2/13/24,bf,2,2,3/20/24,36,88.46,115.2,26.74,0.42857142857142855
soil_moisture,16,LW2,16L_lw2_rep2,LCHS16,MI_35,LAN,0,0,0,0,2/13/24,bf,2,2,3/25/24,41,0,0,0,0.4880952380952381
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,8,0,0,0,2/13/24,bg,3,2,2/26/24,13,76.03,115.21,39.18,0.15476190476190477
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,8,3.4,0,0,2/13/24,bg,3,2,2/28/24,15,101.62,115.2,13.58,0.17857142857142858
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,10,4.5,0,0,2/13/24,bg,3,2,3/4/24,20,83.6,115.5,31.9,0.23809523809523808
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,12,6.9,0,0,2/13/24,bg,3,2,3/7/24,23,92.77,115.68,22.91,0.27380952380952384
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,16,10.4,0,0,2/13/24,bg,3,2,3/11/24,27,81.12,115.07,33.95,0.32142857142857145
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,17,15.5,0,0,2/13/24,bg,3,2,3/15/24,31,84.25,115.26,31.01,0.36904761904761907
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,18,15.5,0,0,2/13/24,bg,3,2,3/18/24,34,88.19,115.56,27.37,0.40476190476190477
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,20,17.5,0,0,2/13/24,bg,3,2,3/20/24,36,91.4,115.91,24.51,0.42857142857142855
soil_moisture,16,LW2,16L_lw2_rep3,LCHS16,MI_35,LAN,20,12.8,0,0,2/13/24,bg,3,2,3/25/24,41,74.44,115.27,40.83,0.4880952380952381
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,6,0,0,0,2/14/24,bh,1,2,2/26/24,12,75.3,141.49,66.19,0.12
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,6,2.6,0,0,2/14/24,bh,1,2,2/28/24,14,111.94,141.42,29.48,0.14
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,9,3.2,0,0,2/14/24,bh,1,2,3/4/24,19,84.95,144.54,59.59,0.19
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,10,4.6,0,0,2/14/24,bh,1,2,3/7/24,22,97.51,141.4,43.89,0.22
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,14,5.4,0,0,2/14/24,bh,1,2,3/11/24,26,88.78,141.19,52.41,0.26
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,16,9.6,0,0,2/14/24,bh,1,2,3/15/24,30,99.63,141,41.37,0.3
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,19,8.4,0,0,3/14/24,bh,1,2,3/18/24,4,113.18,141.16,27.98,0.04
soil_moisture,16,HW1,39L_hw2_rep1,Magnolia39,MI_36,LAN,19,10.8,0,0,3/14/24,bh,1,2,3/18/24,4,117.62,154.46,36.84,0.04
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,18,10.6,0,0,2/14/24,bh,1,2,3/20/24,35,120.74,141.25,20.51,0.35
soil_moisture,16,HW1,39L_hw1_rep1,Magnolia39,MI_36,LAN,20,11.2,0,0,2/14/24,bh,1,2,3/25/24,40,95.68,141.25,45.57,0.4
soil_moisture,16,HW1,39_hw1_rep1,Magnolia39,MI_36,LAN,21,10.1,0,0,2/14/24,bh,1,2,3/29/24,44,98.46,142.28,43.82,0.44
soil_moisture,16,HW1,39_hw1_rep1,Magnolia39,MI_36,LAN,28,11.2,0,0,2/14/24,bh,1,2,4/1/24,47,112.48,141.14,28.66,0.47
soil_moisture,16,HW2,39L_hw2_rep1,Magnolia39,MI_36,LAN,10,3.9,0,0,2/13/24,bi,1,2,3/4/24,20,90.72,154.23,63.51,0.2
soil_moisture,16,HW2,39L_hw2_rep1,Magnolia39,MI_36,LAN,12,6.1,0,0,2/13/24,bi,1,2,3/7/24,23,110.59,154.9,44.31,0.23
soil_moisture,16,HW2,39L_hw2_rep1,Magnolia39,MI_36,LAN,16,7.5,0,0,2/13/24,bi,1,2,3/11/24,27,90.74,154.25,63.51,0.27
soil_moisture,16,HW2,39L_hw2_rep1,Magnolia39,MI_36,LAN,16,11.4,0,0,2/13/24,bi,1,2,3/15/24,31,100,154.8,54.8,0.31
soil_moisture,16,HW2,39L_hw2_rep1,Magnolia39,MI_36,LAN,22,11.2,0,0,2/13/24,bi,1,2,3/20/24,36,132.04,154.27,22.23,0.36
soil_moisture,16,HW2,39L_hw2_rep1,Magnolia39,MI_36,LAN,22,11.7,0,0,2/13/24,bi,1,2,3/25/24,41,99.55,154.54,54.99,0.41
soil_moisture,16,HW2,39_hw2_rep1,Magnolia39,MI_36,LAN,24,9.5,0,0,2/13/24,bi,1,2,3/29/24,45,108.23,154.88,46.65,0.45
soil_moisture,16,HW2,39_hw2_rep1,Magnolia39,MI_36,LAN,26,10.1,0,0,2/13/24,bi,1,2,4/1/24,48,121.48,154.19,32.71,0.48
soil_moisture,16,HW2,39_hw2_rep1,Magnolia39,MI_36,LAN,32,10.8,0,0,2/13/24,bi,1,2,4/4/24,51,0,0,0,0.51
soil_moisture,16,HW2,39L_hw2_rep2,Magnolia39,MI_36,LAN,6,0,0,0,2/13/24,bj,2,2,2/26/24,13,74.9,156.15,81.25,0.13
soil_moisture,16,HW2,39L_hw2_rep2,Magnolia39,MI_36,LAN,8,3.1,0,0,2/13/24,bj,2,2,2/28/24,15,131.01,154.59,23.58,0.15
soil_moisture,16,LW1,39_hw1_rep1,Magnolia39,MI_36,LAN,30,11.6,0,0,2/14/24,bk,1,2,4/4/24,50,0,0,0,0.5
soil_moisture,16,Control,6L_C_rep1,Magnolia6,MI_30,LAN,6,0,0,0,2/13/24,bl,1,2,2/26/24,13,75.48,128.6,53.12,0.13
soil_moisture,16,Control,6L_C_rep1,Magnolia6,MI_30,LAN,6,2.1,0,0,2/13/24,bl,1,2,2/28/24,15,99.46,128.4,28.94,0.15
soil_moisture,16,Control,6L_c_rep1,Magnolia6,MI_30,LAN,8,2.3,0,0,2/13/24,bl,1,2,3/4/24,20,80.88,128.8,47.92,0.2
